
=== n=7  d=5.454102  (just-below-d(n))   Oler=4.5498 ===
  n7/fan/1/[1.2, 2.6, 4.0]           N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/2/[1.0, 2.2]                N=  12 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/2/[0.0, 2.0, 3.5]           N=  18 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/2/[1.2, 2.6, 4.0]           N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/3/[1.0, 2.2]                N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/fan/3/[0.0, 2.0, 3.5]           N=  27 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/fan/3/[1.2, 2.6, 4.0]           N=  27 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.2s
  n7/pgrid/ref1/s0.05/0              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.05/1              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.12/0              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.12/1              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.25/0              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.25/1              N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.4/0               N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref1/s0.4/1               N=   6 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/pgrid/ref2/s0.05/0              N=  21 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.05/1              N=  21 alpha=  5 theta'>=  5.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.12/0              N=  21 alpha=  5 theta'>=  5.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.12/1              N=  21 alpha=  5 theta'>=  5.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.25/0              N=  21 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.25/1              N=  21 alpha=  5 theta'>=  5.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.4/0               N=  21 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/pgrid/ref2/s0.4/1               N=  21 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N12/0                       N=  12 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/rnd/N12/1                       N=  12 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n7/rnd/N12/2                       N=  12 alpha=  2 theta'>=  2.0000 gain=-0.0000 [optimal] 0.0s
  n7/rnd/N18/0                       N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N18/1                       N=  18 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N18/2                       N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N24/0                       N=  24 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.2s
  n7/rnd/N24/1                       N=  24 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N24/2                       N=  24 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n7/rnd/N30/0                       N=  30 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.3s
  n7/rnd/N30/1                       N=  30 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.2s
  n7/rnd/N30/2                       N=  30 alpha=  5 theta'>=  5.0000 gain=-0.0000 [optimal] 0.2s

=== n=8  d=5.819708  (just-below-d(n))   Oler=5.0623 ===
  n8/grid/ref1                       N=   6 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.0s
  n8/grid/ref2                       N=  21 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 0.1s
  n8/grid/ref3                       N=  45 alpha=  6 theta'>=  6.0000 gain=-0.0000 [optimal] 1.5s
  n8/ring/m5/R0.35                   N=   5 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m5/R0.55                   N=   5 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m5/R0.75                   N=   5 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n8/ring/m5/R0.95                   N=   5 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n8/ring/m7/R0.35                   N=   7 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m7/R0.55                   N=   7 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m7/R0.75                   N=   7 alpha=  2 theta'>=  2.1099 gain=+0.1099 [optimal] 0.0s
  n8/ring/m7/R0.95                   N=   7 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.0s
  n8/ring/m9/R0.35                   N=   9 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m9/R0.55                   N=   9 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m9/R0.75                   N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/ring/m9/R0.95                   N=   9 alpha=  4 theta'>=  4.3601 gain=+0.3601 [optimal] 0.0s
  n8/ring/m11/R0.35                  N=  11 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m11/R0.55                  N=  11 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m11/R0.75                  N=  11 alpha=  2 theta'>=  2.4082 gain=+0.4082 [optimal] 0.0s
  n8/ring/m11/R0.95                  N=  11 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n8/ring/m13/R0.35                  N=  13 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m13/R0.55                  N=  13 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m13/R0.75                  N=  13 alpha=  3 theta'>=  3.1060 gain=+0.1060 [optimal] 0.0s
  n8/ring/m13/R0.95                  N=  13 alpha=  4 theta'>=  4.2011 gain=+0.2011 [optimal] 0.0s
  n8/ring/m15/R0.35                  N=  15 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m15/R0.55                  N=  15 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m15/R0.75                  N=  15 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/ring/m15/R0.95                  N=  15 alpha=  3 theta'>=  3.5294 gain=+0.5294 [optimal] 0.0s
  n8/ring/m17/R0.35                  N=  17 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m17/R0.55                  N=  17 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m17/R0.75                  N=  17 alpha=  3 theta'>=  3.2134 gain=+0.2134 [optimal] 0.0s
  n8/ring/m17/R0.95                  N=  17 alpha=  4 theta'>=  4.1329 gain=+0.1329 [optimal] 0.0s
  n8/ring/m19/R0.35                  N=  19 alpha=  1 theta'>=  1.0000 gain=-0.0000 [optimal] 0.0s
  n8/ring/m19/R0.55                  N=  19 alpha=  1 theta'>=  1.0000 gain=-0.0000 [optimal] 0.0s
  n8/ring/m19/R0.75                  N=  19 alpha=  3 theta'>=  3.0556 gain=+0.0556 [optimal] 0.1s
  n8/ring/m19/R0.95                  N=  19 alpha=  3 theta'>=  3.5814 gain=+0.5814 [optimal] 0.1s
  n8/ring/m21/R0.35                  N=  21 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.1s
  n8/ring/m21/R0.55                  N=  21 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.0s
  n8/ring/m21/R0.75                  N=  21 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n8/ring/m21/R0.95                  N=  21 alpha=  4 theta'>=  4.0963 gain=+0.0963 [optimal] 0.1s
  n8/ring/m23/R0.35                  N=  23 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.1s
  n8/ring/m23/R0.55                  N=  23 alpha=  1 theta'>=  1.0000 gain=+0.0000 [optimal] 0.1s
  n8/ring/m23/R0.75                  N=  23 alpha=  3 theta'>=  3.1279 gain=+0.1279 [optimal] 0.1s
  n8/ring/m23/R0.95                  N=  23 alpha=  4 theta'>=  4.4376 gain=+0.4376 [optimal] 0.1s
  n8/conc/5+10/0.35,0.85             N=  15 alpha=  3 theta'>=  3.1672 gain=+0.1672 [optimal] 0.0s
  n8/conc/5+10/0.35,0.85+c           N=  16 alpha=  3 theta'>=  3.1672 gain=+0.1672 [optimal] 0.0s
  n8/conc/5+10/0.45,0.9              N=  15 alpha=  3 theta'>=  3.1672 gain=+0.1672 [optimal] 0.0s
  n8/conc/5+10/0.45,0.9+c            N=  16 alpha=  3 theta'>=  3.1672 gain=+0.1672 [optimal] 0.1s
  n8/conc/5+10/0.3,0.7               N=  15 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n8/conc/5+10/0.3,0.7+c             N=  16 alpha=  2 theta'>=  2.2361 gain=+0.2361 [optimal] 0.0s
  n8/conc/7+14/0.35,0.85             N=  21 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n8/conc/7+14/0.35,0.85+c           N=  22 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n8/conc/7+14/0.45,0.9              N=  21 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n8/conc/7+14/0.45,0.9+c            N=  22 alpha=  3 theta'>=  3.3177 gain=+0.3177 [optimal] 0.1s
  n8/conc/7+14/0.3,0.7               N=  21 alpha=  2 theta'>=  2.4535 gain=+0.4535 [optimal] 0.1s
  n8/conc/7+14/0.3,0.7+c             N=  22 alpha=  2 theta'>=  2.4535 gain=+0.4535 [optimal] 0.1s
  n8/conc/5+11/0.35,0.85             N=  16 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n8/conc/5+11/0.35,0.85+c           N=  17 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n8/conc/5+11/0.45,0.9              N=  16 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.0s
  n8/conc/5+11/0.45,0.9+c            N=  17 alpha=  3 theta'>=  3.4518 gain=+0.4518 [optimal] 0.1s
  n8/conc/5+11/0.3,0.7               N=  16 alpha=  2 theta'>=  2.4082 gain=+0.4082 [optimal] 0.0s
  n8/conc/5+11/0.3,0.7+c             N=  17 alpha=  2 theta'>=  2.4082 gain=+0.4082 [optimal] 0.0s
  n8/conc/6+12/0.35,0.85             N=  18 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/6+12/0.35,0.85+c           N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/6+12/0.45,0.9              N=  18 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/6+12/0.45,0.9+c            N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/6+12/0.3,0.7               N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/6+12/0.3,0.7+c             N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/9+9/0.35,0.85              N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/9+9/0.35,0.85+c            N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/9+9/0.45,0.9               N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/9+9/0.45,0.9+c             N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/9+9/0.3,0.7                N=  18 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/9+9/0.3,0.7+c              N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/7+12/0.35,0.85             N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/7+12/0.35,0.85+c           N=  20 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/7+12/0.45,0.9              N=  19 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/7+12/0.45,0.9+c            N=  20 alpha=  4 theta'>=  4.0000 gain=-0.0000 [optimal] 0.1s
  n8/conc/7+12/0.3,0.7               N=  19 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/conc/7+12/0.3,0.7+c             N=  20 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.1s
  n8/edge/3/in0.0                    N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
  n8/edge/3/in0.4                    N=   9 alpha=  3 theta'>=  3.0000 gain=-0.0000 [optimal] 0.0s
